""	"LABNR"	"MATERIAL"	"SPECIES"	"SITE"	"PERIOD"	"CULTURE"	"LATITUDE"	"LONGITUDE"	"METHOD"	"CALAGE"	"CALSTD"	"REFERENCE"	"SIMPERIOD"	"SIMMATERIAL"	"OFFSET"	"COLOR"	"PARTNERAGE"
"MÃ¥nasken.MÃ¥nasken"	"Lu-11"	"charcoal"	"nd"	"MÃ¥nasken"	"Neolithic"	"nd"	55.5008	13.1642	"14C"	9920	180	"Kiel DB 2013"	"neolithic"	"charcoal"	-0.05	"#990033"	9920
"MÃ¥nasken.MÃ¥nasken1"	"Lu-11"	"charcoal"	"nd"	"MÃ¥nasken"	"Neolithic"	"nd"	55.5008	13.1642	"14C"	9920	180	"Kiel DB 2013"	"neolithic"	"charcoal"	0.05	"#3058e5"	9920
"Månasken, V. Kärrstorp No. 7, Kärrstorp parish, Scania.Månasken, V. Kärrstorp No. 7, Kärrstorp parish, Scania"	"Lu-11"	"charcoal"	"nd"	"Månasken, V. Kärrstorp No. 7, Kärrstorp parish, Scania"	"Early Neolithic?*"	"Månasken"	55.4833	13.15	"14C"	9920	180	"Lund datelist 1, pp.46-7 (Radiocarbon, 10 (1968): 36-54): * Mesolithic hearth destroyed during Early Neolithic times, or old bog trees were used as fuel?"	"neolithic"	"charcoal"	-0.05	"#990033"	9920
"Månasken, V. Kärrstorp No. 7, Kärrstorp parish, Scania.Månasken, V. Kärrstorp No. 7, Kärrstorp parish, Scania1"	"Lu-11"	"charcoal"	"nd"	"Månasken, V. Kärrstorp No. 7, Kärrstorp parish, Scania"	"Early Neolithic?*"	"Månasken"	55.4833	13.15	"14C"	9920	180	"Lund datelist 1, pp.46-7 (Radiocarbon, 10 (1968): 36-54): * Mesolithic hearth destroyed during Early Neolithic times, or old bog trees were used as fuel?"	"neolithic"	"charcoal"	0.05	"#3058e5"	9920
"Mandelo.Mandelo"	"Hd-9595"	"charcoal"	"nd"	"Mandelo"	"Neolithic"	"nd"	40.8667	22.2167	"14C"	7270	200	"Kotsakis 1989"	"neolithic"	"charcoal"	-0.05	"#990033"	4270
"Mandelo.Mandelo1"	"Hd-9146"	"charcoal"	"nd"	"Mandelo"	"Bronze Age"	"Early Bronze Age"	40.8667	22.2167	"14C"	4270	110	"Kotsakis 1989"	"bronzeage"	"charcoal"	0.05	"#3058e5"	7270
"Mander 1957.Mander 1957"	"GrN-2969"	"charcoal"	"nd"	"Mander 1957"	"Neolithic"	"Glockenbecher"	52.4	6.7833	"14C"	3990	70	"Lanting/Mook 1977, 94."	"neolithic"	"charcoal"	-0.05	"#990033"	3990
"Mander 1957.Mander 19571"	"GrN-2969"	"charcoal"	"nd"	"Mander 1957"	"Neolithic"	"Glockenbecher"	52.4	6.7833	"14C"	3990	70	"Lanting/Mook 1977, 94."	"neolithic"	"charcoal"	0.05	"#3058e5"	3990
"Mander 1958.Mander 1958"	"GrN-2982"	"charcoal"	"nd"	"Mander 1958"	"Neolithic"	"Glockenbecher"	52.4	6.7833	"14C"	3950	100	"Lanting/Mook 1977, 93."	"neolithic"	"charcoal"	-0.05	"#990033"	3950
"Mander 1958.Mander 19581"	"GrN-2982"	"charcoal"	"nd"	"Mander 1958"	"Neolithic"	"Glockenbecher"	52.4	6.7833	"14C"	3950	100	"Lanting/Mook 1977, 93."	"neolithic"	"charcoal"	0.05	"#3058e5"	3950
"Mander 1971.Mander 1971"	"GrN-6856"	"charcoal"	"nd"	"Mander 1971"	"Neolithic"	"Glockenbecher"	52.4	6.7833	"14C"	4250	100	"Lanting/Mook 1977, 93."	"neolithic"	"charcoal"	-0.05	"#990033"	4250
"Mander 1971.Mander 19711"	"GrN-6856"	"charcoal"	"nd"	"Mander 1971"	"Neolithic"	"Glockenbecher"	52.4	6.7833	"14C"	4250	100	"Lanting/Mook 1977, 93."	"neolithic"	"charcoal"	0.05	"#3058e5"	4250
"Manedalen.Manedalen"	"K-1827"	"charcoal"	"corylus"	"Manedalen"	"Epipalaeolithic"	"Kongemose"	56.087	12.401	"14C"	8330	130	"Copenhagen datelist 10, p.91 (Radiocarbon, 15 (1973): 86-112): Kapel 1967, 1969."	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	7860
"Manedalen.Manedalen1"	"K-1825"	"charcoal"	"pinus"	"Manedalen"	"Epipalaeolithic"	"Kongemose"	56.087	12.401	"14C"	7860	110	"Copenhagen datelist 10, p.91 (Radiocarbon, 15 (1973): 86-112): Kapel 1967, 1969."	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	8330
"Mannlefelsen.Mannlefelsen"	"Lv-858"	"charcoal"	"nd"	"Mannlefelsen"	"Epipalaeolithic"	"late Mesolithic"	47.46	7.24	"14C"	9210	930	""	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	8690
"Mannlefelsen.Mannlefelsen1"	"Ly-1015"	"charcoal"	"nd"	"Mannlefelsen"	"Epipalaeolithic"	"middle Mesolithic"	47.46	7.24	"14C"	8690	220	"Bosset 2010"	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	9210
"Marais.Marais"	"Gif-7994"	" nd"	"nd"	"Marais"	"nd"	"nd"	49.8667	2.35	"14C"	7880	140	""	"other"	"unknown"	-0.05	"#990033"	7880
"Marais.Marais1"	"Gif-7994"	" nd"	"nd"	"Marais"	"nd"	"nd"	49.8667	2.35	"14C"	7880	140	""	"other"	"unknown"	0.05	"#3058e5"	7880
"Marais d'Hangest-sur-Somme.Marais d'Hangest-sur-Somme"	"Gif-9277"	" nd"	"nd"	"Marais d'Hangest-sur-Somme"	"nd"	"Tci"	49.9833	2.0667	"14C"	9140	120	""	"other"	"unknown"	-0.05	"#990033"	9140
"Marais d'Hangest-sur-Somme.Marais d'Hangest-sur-Somme1"	"Gif-9277"	" nd"	"nd"	"Marais d'Hangest-sur-Somme"	"nd"	"Tci"	49.9833	2.0667	"14C"	9140	120	""	"other"	"unknown"	0.05	"#3058e5"	9140
"Marawah Site 1.Marawah Site 1"	"Hd-20756"	"soil"	"ash"	"Marawah Site 1"	"Neolithic"	"Early Neolithic"	24.28	53.23	"14C"	7880	40	"--"	"neolithic"	"other"	-0.05	"#990033"	7240
"Marawah Site 1.Marawah Site 12"	"Hd-20755"	"soil"	"ash"	"Marawah Site 1"	"Neolithic"	"Early Neolithic"	24.28	53.23	"14C"	7240	90	"--"	"neolithic"	"other"	0.05	"#3058e5"	7880
"Marawah Site 11.Marawah Site 11"	"SUERC-1181"	"soil"	"ashy sediment"	"Marawah Site 11"	"Neolithic"	"nd"	24.28	53.25	"14C"	6660	70	"--"	"neolithic"	"other"	-0.05	"#990033"	6400
"Marawah Site 11.Marawah Site 111"	"SUERC-1182"	"soil"	"ashy sediment"	"Marawah Site 11"	"Neolithic"	"nd"	24.28	53.25	"14C"	6400	60	"--"	"neolithic"	"other"	0.05	"#3058e5"	6660
"March Hill .March Hill "	"Q-788"	"wood"	"nd"	"March Hill "	"Epipalaeolithic"	"nd"	53.6115	-1.9879	"14C"	6660	100	"Cambridge XIII, 44"	"epipalaeolithic"	"other"	-0.05	"#990033"	6660
"March Hill .March Hill 1"	"Q-788"	"wood"	"nd"	"March Hill "	"Epipalaeolithic"	"nd"	53.6115	-1.9879	"14C"	6660	100	"Cambridge XIII, 44"	"epipalaeolithic"	"other"	0.05	"#3058e5"	6660
"March Hill II.March Hill II"	"Q-1188"	"charcoal"	"nd"	"March Hill II"	"Epipalaeolithic"	"nd"	53.6115	-1.9879	"14C"	6980	250	"CBA Radiocarbon Index"	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	6980
"March Hill II.March Hill II1"	"Q-1188"	"charcoal"	"nd"	"March Hill II"	"Epipalaeolithic"	"nd"	53.6115	-1.9879	"14C"	6980	250	"CBA Radiocarbon Index"	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	6980
"Marden.Marden"	"BM-560"	"charcoal"	"nd"	"Marden"	"Neolithic"	"nd"	51.3232	-1.8708	"14C"	5290	140	"British Museum VIII, 21"	"neolithic"	"charcoal"	-0.05	"#990033"	5290
"Marden.Marden1"	"BM-560"	"charcoal"	"nd"	"Marden"	"Neolithic"	"nd"	51.3232	-1.8708	"14C"	5290	140	"British Museum VIII, 21"	"neolithic"	"charcoal"	0.05	"#3058e5"	5290
"Mardorf.Mardorf"	"Hv-18208"	"charcoal"	"nd"	"Mardorf"	"nd"	"Riesenbecher"	50.7667	8.9167	"14C"	4000	100	"Meyer 1993, 65"	"other"	"charcoal"	-0.05	"#990033"	3790
"Mardorf.Mardorf1"	"nd"	"charcoal"	"nd"	"Mardorf"	"nd"	"Riesenbecher"	50.7667	8.9167	"14C"	3790	160	"Meyer 1993, 65"	"other"	"charcoal"	0.05	"#3058e5"	4000
"MÃ¶ren.MÃ¶ren"	"Ua-14141"	"grain"	"nd"	"MÃ¶ren"	"Neolithic"	"nd"	56.619	16.156	"14C"	5400	90	"Kiel DB 2013"	"neolithic"	"other"	-0.05	"#990033"	5400
"MÃ¶ren.MÃ¶ren1"	"Ua-14141"	"grain"	"nd"	"MÃ¶ren"	"Neolithic"	"nd"	56.619	16.156	"14C"	5400	90	"Kiel DB 2013"	"neolithic"	"other"	0.05	"#3058e5"	5400
"Mareuil-lès-Meaux.Mareuil-lès-Meaux"	"GrN-27225"	"bone"	"human"	"Mareuil-lès-Meaux"	"Epipalaeolithic"	"nd"	48.93	2.86	"14C"	9300	130	"Bosset 2010"	"epipalaeolithic"	"bone"	-0.05	"#990033"	9300
"Mareuil-lès-Meaux.Mareuil-lès-Meaux1"	"GrN-27225"	"bone"	"human"	"Mareuil-lès-Meaux"	"Epipalaeolithic"	"nd"	48.93	2.86	"14C"	9300	130	"Bosset 2010"	"epipalaeolithic"	"bone"	0.05	"#3058e5"	9300
"Margineda.Margineda"	"nd"	"charcoal"	"nd"	"Margineda"	"Epipalaeolithic"	"nd"	42.46	1.49	"14C"	12670	300	"van Willigen 2006"	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	7520
"Margineda.Margineda1"	"Ly-3288"	"charcoal"	"nd"	"Margineda"	"Neolithic"	"Cardial"	42.46	1.49	"14C"	7520	140	"van Willigen 2006, Hidalgo 2010"	"neolithic"	"charcoal"	0.05	"#3058e5"	12670
"Margineni.Margineni"	"Bln-1751"	"charcoal"	"nd"	"Margineni"	"Late Chalcolithic"	"Cucuteni"	44.53	24.95	"14C"	6410	60	"Laszlo 1997"	"chalcolithic"	"charcoal"	-0.05	"#990033"	6290
"Margineni.Margineni1"	"Bln-1535"	"grain"	"wheat"	"Margineni"	"Late Chalcolithic"	"Cucuteni"	44.53	24.95	"14C"	6290	70	"Laszlo 1997"	"chalcolithic"	"other"	0.05	"#3058e5"	6410
"Mari.Mari"	"nd"	"nd"	"nd"	"Mari"	"Bronze  Age"	"ED II"	34.47	40.9	"14C"	4740	210	"Syria 44, 1967, 9-11"	"bronzeage"	"unknown"	-0.05	"#990033"	4740
"Mari.Mari1"	"nd"	"nd"	"nd"	"Mari"	"Bronze  Age"	"ED II"	34.47	40.9	"14C"	4740	210	"Syria 44, 1967, 9-11"	"bronzeage"	"unknown"	0.05	"#3058e5"	4740
"Marienberg.Marienberg"	"GrN-29378"	"charcoal"	"pinus"	"Marienberg"	"Epipalaeolithic"	"nd"	52.5304	6.5743	"14C"	8810	130	"Niekus 2005/2006"	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	6880
"Marienberg.Marienberg1"	"GrN-29400"	"charcoal"	"Quercus"	"Marienberg"	"Epipalaeolithic"	"nd"	52.5304	6.5743	"14C"	6880	60	"Niekus 2005/2006"	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	8810
"Marienberg Overijssel.Marienberg Overijssel"	"GrN-22134"	"charcoal"	"nd"	"Marienberg Overijssel"	"nd"	"nd"	52.509	6.5736	"14C"	9600	60	"Lanting & van der Plicht 1997/1998"	"other"	"charcoal"	-0.05	"#990033"	7010
"Marienberg Overijssel.Marienberg Overijssel1"	"GrN-22137"	"charcoal"	"nd"	"Marienberg Overijssel"	"nd"	"nd"	52.509	6.5736	"14C"	7010	90	"Lanting & van der Plicht 1997/1998"	"other"	"charcoal"	0.05	"#3058e5"	9600
"Marievka.Marievka"	"OxA-6199"	"bone"	"human"	"Marievka"	"Epipalaeolithic"	"nd"	48.1833	35.25	"14C"	8820	120	"Gehlen 2010"	"epipalaeolithic"	"bone"	-0.05	"#990033"	8430
"Marievka.Marievka1"	"OxA-6200"	"bone"	"human"	"Marievka"	"Epipalaeolithic"	"nd"	48.1833	35.25	"14C"	8430	170	"Gehlen 2010"	"epipalaeolithic"	"bone"	0.05	"#3058e5"	8820
"Marizulo.Marizulo"	"I-16190"	"nd"	"nd"	"Marizulo"	"nd"	"nd"	43.2236	-1.9562	"14C"	7690	140	"Gehlen 2010"	"other"	"unknown"	-0.05	"#990033"	6910
"Marizulo.Marizulo1"	"Ua-4819"	"nd"	"nd"	"Marizulo"	"nd"	"nd"	43.2236	-1.9562	"14C"	6910	140	"Gehlen 2010"	"other"	"unknown"	0.05	"#3058e5"	7690
"Markelo-Friezenberg.Markelo-Friezenberg"	"GrN-9938"	"charcoal"	"nd"	"Markelo-Friezenberg"	"nd"	"nd"	52.2724	6.5291	"14C"	7160	70	"Lanting & van der Plicht 1997/1998"	"other"	"charcoal"	-0.05	"#990033"	7160
"Markelo-Friezenberg.Markelo-Friezenberg1"	"GrN-9938"	"charcoal"	"nd"	"Markelo-Friezenberg"	"nd"	"nd"	52.2724	6.5291	"14C"	7160	70	"Lanting & van der Plicht 1997/1998"	"other"	"charcoal"	0.05	"#3058e5"	7160
"Markland Grips.Markland Grips"	"OxA-4447"	"bone"	"human"	"Markland Grips"	"Neolithic"	"nd"	53.2693	-1.2352	"14C"	5470	110	"SK510750"	"neolithic"	"bone"	-0.05	"#990033"	5460
"Markland Grips.Markland Grips1"	"OxA-4448"	"bone"	"human"	"Markland Grips"	"Neolithic"	"nd"	53.2693	-1.2352	"14C"	5460	100	"SK510750"	"neolithic"	"bone"	0.05	"#3058e5"	5470
"Maroslele-Panahát.Maroslele-Panahát"	"OxA-9403"	"bone"	"human"	"Maroslele-Panahát"	"Neolithic"	"Körös"	46.278	20.3632	"14C"	8530	60	"Whittle 2002"	"neolithic"	"bone"	-0.05	"#990033"	7100
"Maroslele-Panahát.Maroslele-Panahát1"	"Poz-28644"	"nd"	"nd"	"Maroslele-Panahát"	"Neolithic"	"Vinca "	46.278	20.3632	"14C"	7100	80	"Paluch 2010"	"neolithic"	"unknown"	0.05	"#3058e5"	8530
"Maroulas.Maroulas"	"Gd-11654"	"soil"	"nd"	"Maroulas"	"Neolithic?"	"nd"	37.45	24.43	"14C"	13230	100	"Brami 2011"	"other"	"other"	-0.05	"#990033"	7400
"Maroulas.Maroulas1"	"Gd-11653"	"soil"	"nd"	"Maroulas"	"Epipalaeolithic"	"nd"	37.45	24.43	"14C"	7400	60	"--"	"epipalaeolithic"	"other"	0.05	"#3058e5"	13230
"Marrant.Marrant"	"Lv-377"	"wood"	"nd"	"Marrant"	"nd"	"nd"	50.9202	4.7689	"14C"	8770	190	"Gilot, 1997; Gilot, 1971a; Vermeersch, 1972"	"other"	"other"	-0.05	"#990033"	4290
"Marrant.Marrant1"	"Lv-380"	"wood"	"nd"	"Marrant"	"nd"	"nd"	51.2072	3.2278	"14C"	4290	120	"Gilot, 1997; Gilot, 1971a; Vermeersch, 1972"	"other"	"other"	0.05	"#3058e5"	8770
"Marsangy.Marsangy"	"OxA-505"	"bone"	"nd"	"Marsangy"	"Palaeolithic"	"Upper  Magdalenian"	48.0999	3.2488	"14C"	11180	320	""	"palaeolithic"	"bone"	-0.05	"#990033"	11180
"Marsangy.Marsangy1"	"OxA-505"	"bone"	"nd"	"Marsangy"	"Palaeolithic"	"Upper  Magdalenian"	48.0999	3.2488	"14C"	11180	320	""	"palaeolithic"	"bone"	0.05	"#3058e5"	11180
"Marsh Benham.Marsh Benham"	"Q-1380"	"charcoal"	"nd"	"Marsh Benham"	"Epipalaeolithic"	"nd"	51.4018	-1.3962	"14C"	11090	370	"CBA Radiocarbon Index"	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	10000
"Marsh Benham.Marsh Benham1"	"OxA-5195"	"charcoal"	"hazelnut"	"Marsh Benham"	"Epipalaeolithic"	"nd"	51.4027	-1.3961	"14C"	10000	150	"CBA Radiocarbon Index"	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	11090
"Martina.Martina"	"Lv-2001"	"bone"	"nd"	"Martina"	"nd"	"nd"	50.2667	4.9167	"14C"	8240	110	""	"other"	"bone"	-0.05	"#990033"	8240
"Martina.Martina1"	"Lv-2001"	"bone"	"nd"	"Martina"	"nd"	"nd"	50.2667	4.9167	"14C"	8240	110	""	"other"	"bone"	0.05	"#3058e5"	8240
"Marton-le-Moor.Marton-le-Moor"	"OxA-5581"	"seed"	"hazelnut"	"Marton-le-Moor"	"Neolithic"	"nd"	54.1261	-1.4154	"14C"	5680	80	"SE382702"	"neolithic"	"other"	-0.05	"#990033"	4060
"Marton-le-Moor.Marton-le-Moor1"	"OxA-5575"	"seed"	"barley"	"Marton-le-Moor"	"Bronze Age"	"Beaker"	54.1261	-1.4154	"14C"	4060	70	"SE382702"	"bronzeage"	"other"	0.05	"#3058e5"	5680
"Mas d'Is.Mas d'Is"	"Beta-249933"	"seeds"	"cereal"	"Mas d'Is"	"Neolithic"	"Cardial"	38.4612	-0.2289	"14C"	7830	70	"García Atiénzar 2009"	"neolithic"	"other"	-0.05	"#990033"	6350
"Mas d'Is.Mas d'Is1"	"Beta-171907"	"seeds"	"Hordeum"	"Mas d'Is"	"Neolithic"	"Early Neolithic"	38.4612	-0.2289	"14C"	6350	40	"Carvalho 2008"	"neolithic"	"other"	0.05	"#3058e5"	7830
"Masmo II.Masmo II"	"Ua-9060"	"charcoal"	"nd"	"Masmo II"	"Neolithic"	"Grübchenkeramik"	59.2443	17.8849	"14C"	5280	210	"Kiel DB 2013"	"neolithic"	"charcoal"	-0.05	"#990033"	5040
"Masmo II.Masmo II1"	"Ua-7954"	"food remains"	"nd"	"Masmo II"	"Neolithic"	"Grübchenkeramik"	59.2443	17.8849	"14C"	5040	150	"Kiel DB 2013"	"neolithic"	"other"	0.05	"#3058e5"	5280
"Mas Nou.Mas Nou"	"Beta-149004"	"bone"	"nd"	"Mas Nou"	"Neolithic"	"Early Neolithic"	40.3852	-0.083	"14C"	7050	100	"Olária i Puyoles 2000"	"neolithic"	"bone"	-0.05	"#990033"	7030
"Mas Nou.Mas Nou1"	"Beta-149001"	"bone"	"nd"	"Mas Nou"	"Neolithic"	"Early Neolithic"	40.3852	-0.083	"14C"	7030	120	"Olária i Puyoles 2000"	"neolithic"	"bone"	0.05	"#3058e5"	7050
"Masseria Candelaro.Masseria Candelaro"	"OxA-3684"	"bone"	"animal"	"Masseria Candelaro"	"Neolithic"	"Early Neolithic"	41.6166	15.9166	"14C"	7520	70	"Oxford Datelist 19"	"neolithic"	"bone"	-0.05	"#990033"	7090
"Masseria Candelaro.Masseria Candelaro1"	"OxA-3683"	"bone"	"human"	"Masseria Candelaro"	"Neolithic"	"Middle Neolithic"	41.6166	15.9166	"14C"	7090	120	"Oxford Datelist 19"	"neolithic"	"bone"	0.05	"#3058e5"	7520
"Mastellebrug.Mastellebrug"	"Lv-830"	"wood"	"nd"	"Mastellebrug"	"Epipalaeolithic"	"Mesolithic"	50.5153	4.0483	"14C"	9320	150	"Gilot, 1997"	"epipalaeolithic"	"other"	-0.05	"#990033"	9320
"Mastellebrug.Mastellebrug1"	"Lv-830"	"wood"	"nd"	"Mastellebrug"	"Epipalaeolithic"	"Mesolithic"	50.5153	4.0483	"14C"	9320	150	"Gilot, 1997"	"epipalaeolithic"	"other"	0.05	"#3058e5"	9320
"Matarrah.Matarrah"	"W-623"	"charcoal"	"nd"	"Matarrah"	"PN"	"Hassuna"	35.18	44.4	"14C"	8420	280	"Rubin and Alexander 1960, Bernbeck 1994"	"other"	"charcoal"	-0.05	"#990033"	8420
"Matarrah.Matarrah1"	"W-623"	"charcoal"	"nd"	"Matarrah"	"PN"	"Hassuna"	35.18	44.4	"14C"	8420	280	"Rubin and Alexander 1960, Bernbeck 1994"	"other"	"charcoal"	0.05	"#3058e5"	8420
"Matveev Kurgan I .Matveev Kurgan I "	"Le-1217"	"charcoal"	"nd"	"Matveev Kurgan I "	"nd"	"PN"	47.463	38.905	"14C"	8020	80	"Dolukhanov et al., 2005"	"other"	"charcoal"	-0.05	"#990033"	8020
"Matveev Kurgan I .Matveev Kurgan I 1"	"Le-1217"	"charcoal"	"nd"	"Matveev Kurgan I "	"nd"	"PN"	47.463	38.905	"14C"	8020	80	"Dolukhanov et al., 2005"	"other"	"charcoal"	0.05	"#3058e5"	8020
"Matveev Kurgan II.Matveev Kurgan II"	"Le-882"	"charcoal"	"nd"	"Matveev Kurgan II"	"nd"	"nd"	47.463	38.905	"14C"	6170	210	"Wechler 2001"	"other"	"charcoal"	-0.05	"#990033"	6170
"Matveev Kurgan II.Matveev Kurgan II1"	"Le-882"	"charcoal"	"nd"	"Matveev Kurgan II"	"nd"	"nd"	47.463	38.905	"14C"	6170	210	"Wechler 2001"	"other"	"charcoal"	0.05	"#3058e5"	6170
"Matwy.Matwy"	"Bln-1314"	"nd"	"nd"	"Matwy"	"Neolithic"	"Trichterbecher-East Group"	52.7401	18.2586	"14C"	5260	150	"Breunig 1987, 158"	"neolithic"	"unknown"	-0.05	"#990033"	5260
"Matwy.Matwy1"	"Bln-1314"	"nd"	"nd"	"Matwy"	"Neolithic"	"Trichterbecher-East Group"	52.7401	18.2586	"14C"	5260	150	"Breunig 1987, 158"	"neolithic"	"unknown"	0.05	"#3058e5"	5260
"Matzwitz, Planker LA 33.Matzwitz, Planker LA 33"	"KIA-13351"	"bone"	"nd"	"Matzwitz, Planker LA 33"	"Neolithic"	"Neolithic"	54.3471	10.5735	"14C"	4780	70	"Kiel DB 2810"	"neolithic"	"bone"	-0.05	"#990033"	4660
"Matzwitz, Planker LA 33.Matzwitz, Planker LA 331"	"KIA-13354"	"bone"	"nd"	"Matzwitz, Planker LA 33"	"Neolithic"	"Neolithic"	54.3471	10.5735	"14C"	4660	110	"Kiel DB 2813"	"neolithic"	"bone"	0.05	"#3058e5"	4780
"Mavropigi.Mavropigi"	"DEM-1685"	"nd"	"nd"	"Mavropigi"	"Neolithic"	"Early Neolithic"	40.4243	21.7327	"14C"	8700	110	"Karamitrou-Mentessidi 2013"	"neolithic"	"unknown"	-0.05	"#990033"	8020
"Mavropigi.Mavropigi1"	"DEM-1715"	"nd"	"nd"	"Mavropigi"	"Neolithic"	"Early Neolithic"	40.4243	21.7327	"14C"	8020	40	"Karamitrou-Mentessidi 2013"	"neolithic"	"unknown"	0.05	"#3058e5"	8700
"Mayaki.Mayaki"	"Ki-870"	"nd"	"nd"	"Mayaki"	"nd"	"Tripolje"	46.4802	30.8477	"14C"	5390	140	"Telegin 2003"	"other"	"unknown"	-0.05	"#990033"	3770
"Mayaki.Mayaki1"	"GrN-5126"	"charcoal"	"nd"	"Mayaki"	"Bronze Age"	"Tripolje"	46.4802	30.8477	"14C"	3770	50	"Lazarovici 2010"	"bronzeage"	"charcoal"	0.05	"#3058e5"	5390
"Mayen.Mayen"	"KN-1718"	"charcoal"	"nd"	"Mayen"	"Neolithic"	"Michelsberg"	50.3333	7.2167	"14C"	6270	60	"Breunig 1987, 180"	"neolithic"	"charcoal"	-0.05	"#990033"	5410
"Mayen.Mayen1"	"KN-1571"	"charcoal"	"nd"	"Mayen"	"Neolithic"	"Michelsberg"	50.3333	7.2167	"14C"	5410	70	"Breunig 1987, 180"	"neolithic"	"charcoal"	0.05	"#3058e5"	6270
"Mazaculos II.Mazaculos II"	"GaK-8162"	"charcoal"	"nd"	"Mazaculos II"	"nd"	"nd"	43.343	-4.5961	"14C"	8100	210	"Gehlen 2010"	"other"	"charcoal"	-0.05	"#990033"	7850
"Mazaculos II.Mazaculos II1"	"GaK-15222"	"charcoal"	"nd"	"Mazaculos II"	"nd"	"nd"	43.343	-4.5961	"14C"	7850	110	"Gehlen 2010"	"other"	"charcoal"	0.05	"#3058e5"	8100
"Medelplana.Medelplana"	"OxA-22003"	"bone"	"nd"	"Medelplana"	"Neolithic"	"nd"	58.5833	13.3667	"14C"	3650	40	"Kiel DB 2013"	"neolithic"	"bone"	-0.05	"#990033"	3650
"Medelplana.Medelplana1"	"OxA-22003"	"bone"	"nd"	"Medelplana"	"Neolithic"	"nd"	58.5833	13.3667	"14C"	3650	40	"Kiel DB 2013"	"neolithic"	"bone"	0.05	"#3058e5"	3650
"Medo Tojeiro.Medo Tojeiro"	"BM-2275"	"molluscs"	"Mytilus sp."	"Medo Tojeiro"	"nd"	"nd"	37.868	-8.7423	"14C"	7360	130	"Linstädter 2004"	"other"	"other"	-0.05	"#990033"	6220
"Medo Tojeiro.Medo Tojeiro1"	"Beta-11723"	"charcoal"	"nd"	"Medo Tojeiro"	"nd"	"nd"	37.868	-8.7423	"14C"	6220	180	"Linstädter 2004"	"other"	"charcoal"	0.05	"#3058e5"	7360
"Medulin-Vižula.Medulin-Vižula"	"Hd-12093"	"bone"	"nd"	"Medulin-Vižula"	"Neolithic"	"Early Neolithic"	44.7667	13.9597	"14C"	7720	160	"Müller 1991, 354"	"neolithic"	"bone"	-0.05	"#990033"	7040
"Medulin-Vižula.Medulin-Vižula1"	"Hd-11733"	"bone"	"nd"	"Medulin-Vižula"	"Neolithic"	"Early Neolithic"	44.7667	13.9597	"14C"	7040	100	"Müller 1991, 354"	"neolithic"	"bone"	0.05	"#3058e5"	7720
"Meerberg.Meerberg"	"GrN-4961"	"charcoal"	"nd"	"Meerberg"	"Epipalaeolithic"	"Tjongerian"	51.4425	4.7358	"14C"	10050	130	"IRPA IV, 305"	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	10050
"Meerberg.Meerberg1"	"GrN-4961"	"charcoal"	"nd"	"Meerberg"	"Epipalaeolithic"	"Tjongerian"	51.4425	4.7358	"14C"	10050	130	"IRPA IV, 305"	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	10050
"Meer II, Meirberg.Meer II, Meirberg"	"GrN-7939"	"charcoal"	"nd"	"Meer II, Meirberg"	"Epipalaeolithic"	"Tjongerian"	51.4333	4.7333	"14C"	9980	210	""	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	7930
"Meer II, Meirberg.Meer II, Meirberg1"	"IRPA-93 I"	"charcoal"	"nd"	"Meer II, Meirberg"	"Epipalaeolithic"	"Tjongerian"	51.4333	4.7333	"14C"	7930	270	"Dauchot-Dehon & Heylen, 1973; Van Noten, 1967"	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	9980
"Meer I, Meirberg.Meer I, Meirberg"	"GrN-4960"	"charcoal"	"nd"	"Meer I, Meirberg"	"Palaeolithic"	"Palaeolithic"	51.4333	4.7333	"14C"	10060	130	"IRPA IV, 305"	"palaeolithic"	"charcoal"	-0.05	"#990033"	10050
"Meer I, Meirberg.Meer I, Meirberg1"	"GrN-491"	"charcoal"	"nd"	"Meer I, Meirberg"	"Epipalaeolithic"	"Tjongerian"	51.4333	4.7333	"14C"	10050	130	""	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	10060
"Megadim.Megadim"	"Pta-3652"	"soil"	"clay"	"Megadim"	"PN"	"nd"	32.71	34.96	"14C"	7880	70	"Galil and Weinstein-Evron 1985, 44"	"other"	"other"	-0.05	"#990033"	7180
"Megadim.Megadim1"	"Pta-4339"	"bone"	"nd"	"Megadim"	"PN"	"Wadi Rabah"	32.71	34.96	"14C"	7180	60	"Gopher and Gophna 1993, 305"	"other"	"bone"	0.05	"#3058e5"	7880
