""	"LABNR"	"SITE"	"LATITUDE"	"LONGITUDE"	"CALAGE"	"REFERENCE"	"OFFSET"	"COLOR"	"PARTNERAGE"
"Les Fouaillages.Les Fouaillages"	"BM-1893"	"Les Fouaillages"	49.4968	-2.5364	6310	"British Museum XV, 272"	-0.05	"#FF3300"	4480
"Les Fouaillages.Les Fouaillages1"	"BM-1895"	"Les Fouaillages"	49.4968	-2.5364	4480	"British Museum XV, 272"	0.05	"#3058e5"	6310
"Les Graves"	"Gif-8081"	"Les Graves"	44.7167	1.3	10370	""	0.05	"#3058e5"	10370
"Les Grèzes"	"Ly-895"	"Les Grèzes"	44.9166	1.4333	4340	"Lyon Datelist VI"	0.05	"#3058e5"	4340
"Les Longrais, Soumont-Saint-Quentin"	"Ly-150"	"Les Longrais, Soumont-Saint-Quentin"	48.97	-0.24	6070	"Breunig 1987, 130"	0.05	"#3058e5"	6070
"Les Moulins"	"Ly-3958"	"Les Moulins"	44.35	4.7666	7830	"Manen 2003"	0.05	"#3058e5"	7830
"Les Perrats"	"Gif-95476"	"Les Perrats"	45.8	0.36	9010	"Bosset 2010"	0.05	"#3058e5"	9010
"Letenye"	"Bln-585"	"Letenye"	46.4333	16.7167	6220	"Berlin Date List IV"	0.05	"#3058e5"	6220
"LetsegÃ¥rden"	"Ua-2473"	"LetsegÃ¥rden"	57.5725	11.9645	5440	"Kiel DB 2013"	0.05	"#3058e5"	5440
"Leucate"	"Mc-788"	"Leucate"	42.9333	3.05	7660	"Linstädter 2004"	0.05	"#3058e5"	7660
"l'Horte"	"Ly-5702"	"l'Horte"	43.25	2.71	7360	"van Willigen 2006"	0.05	"#3058e5"	7360
"Lichtenwörth.Lichtenwörth"	"Bln-2070"	"Lichtenwörth"	47.8333	16.2833	5170	""	-0.05	"#FF3300"	5050
"Lichtenwörth.Lichtenwörth1"	"Bln-2071"	"Lichtenwörth"	47.8333	16.2833	5050	"Stadler 2001"	0.05	"#3058e5"	5170
"Lidsø.Lidsø"	"K-2272"	"Lidsø"	54.683	11.3333	4870	"Davidsen 1978, 47."	-0.05	"#FF3300"	4720
"Lidsø.Lidsø1"	"K-2271"	"Lidsø"	54.683	11.3333	4720	"Davidsen 1978, 47."	0.05	"#3058e5"	4870
"Liepen 1.Liepen 1"	"UZ-4089"	"Liepen 1"	53.6667	12.7101	4960	"Terberger and Piek 1997, 10"	-0.05	"#FF3300"	4610
"Liepen 1.Liepen 11"	"Bln-473"	"Liepen 1"	53.6667	12.7101	4610	"Berlin Date List IV"	0.05	"#3058e5"	4960
"Lietzow.Lietzow"	"Bln-561"	"Lietzow"	54.483	13.517	6620	"Bradtmöller 2007"	-0.05	"#FF3300"	5090
"Lietzow.Lietzow1"	"KIA-12049"	"Lietzow"	54.4823	13.5079	5090	"Bradtmöller 2007"	0.05	"#3058e5"	6620
"Lightmarsh Farm"	"OxA-4327"	"Lightmarsh Farm"	52.3911	-2.3086	9880	"Oxford Date List 18"	0.05	"#3058e5"	9880
"Lilla Bedinge.Lilla Bedinge"	"Ua-1208"	"Lilla Bedinge"	55.382	13.4219	4480	"Kiel DB 2013"	-0.05	"#FF3300"	3140
"Lilla Bedinge.Lilla Bedinge1"	"Ua-1212"	"Lilla Bedinge"	55.382	13.4219	3140	"Kiel DB 2013"	0.05	"#3058e5"	4480
"Lilleby.Lilleby"	"GrA-17732"	"Lilleby"	57.7388	11.7965	5450	"Kiel DB 2013"	-0.05	"#FF3300"	1150
"Lilleby.Lilleby1"	"nd"	"Lilleby"	57.7222	11.7999	1150	""	0.05	"#3058e5"	5450
"LillebyvÃ¤gen.LillebyvÃ¤gen"	"GrA-17693"	"LillebyvÃ¤gen"	57.7388	11.7965	7710	"Kiel DB 3730"	-0.05	"#FF3300"	2970
"LillebyvÃ¤gen.LillebyvÃ¤gen1"	"GrA-17740"	"LillebyvÃ¤gen"	57.7388	11.7965	2970	"Kiel DB 3732"	0.05	"#3058e5"	7710
"Limba Bordane"	"GrN-28457"	"Limba Bordane"	46.039	23.59	7490	"Biagi 2005"	0.05	"#3058e5"	7490
"Limba-Bordane"	"GrN-28112"	"Limba-Bordane"	46.039	23.59	7220	"Biagi 2005"	0.05	"#3058e5"	7220
"Limensgård.Limensgård"	"OxA-2891"	"Limensgård"	55.162	14.7608	4730	"Nielsen 1997, 197."	-0.05	"#FF3300"	3800
"Limensgård.Limensgård1"	"AAR-1004"	"Limensgård"	55.162	14.7608	3800	""	0.05	"#3058e5"	4730
"Limonesque.Limonesque"	"Gif-1919"	"Limonesque"	43.87	3.33	5980	"van Willigen 2006"	-0.05	"#FF3300"	5980
"Limonesque.Limonesque1"	"Gif-1919"	"Limonesque"	43.87	3.33	5980	"van Willigen 2006"	0.05	"#3058e5"	5980
"Lindberg.Lindberg"	"Ua-6023"	"Lindberg"	57.167	12.3	4780	"Kiel DB 2013"	-0.05	"#FF3300"	1830
"Lindberg.Lindberg1"	"Ua-6027"	"Lindberg"	57.167	12.3	1830	""	0.05	"#3058e5"	4780
"Lindberg 121.Lindberg 121"	"Ua-5026"	"Lindberg 121"	57.1667	12.3	4710	"Kiel DB 2013"	-0.05	"#FF3300"	4710
"Lindberg 121.Lindberg 1211"	"Ua-5026"	"Lindberg 121"	57.1667	12.3	4710	"Kiel DB 2013"	0.05	"#3058e5"	4710
"Lindebjerg.Lindebjerg"	"K-1659"	"Lindebjerg"	55.7	11.1833	5760	"Copenhagen X"	-0.05	"#FF3300"	5750
"Lindebjerg.Lindebjerg1"	"K-1659a"	"Lindebjerg"	55.4	11.5	5750	""	0.05	"#3058e5"	5760
"Lindholm"	"Ua-1500"	"Lindholm"	57.067	9.917	6560	""	0.05	"#3058e5"	6560
"Linköping"	"St-4138"	"Linköping"	58.4167	15.6167	4420	"Kiel DB 2013"	0.05	"#3058e5"	4420
"Linlithgow"	"GU-1875"	"Linlithgow"	55.9754	-3.6186	6060	"Ashmore, 2004"	0.05	"#3058e5"	6060
"Linnebjär"	"Lu-35"	"Linnebjär"	56.3167	14.25	5420	"Kiel DB 2013"	0.05	"#3058e5"	5420
"Lipari.Lipari"	"R-180"	"Lipari"	38.4661	14.9566	5750	"Rome Datelist VII"	-0.05	"#FF3300"	5750
"Lipari.Lipari1"	"R-180"	"Lipari"	38.4661	14.9566	5750	"Rome Datelist VII"	0.05	"#3058e5"	5750
"Lisduggan North"	"OxA-2681"	"Lisduggan North"	52.1833	-8.9	5260	" "	0.05	"#3058e5"	5260
"Lisnamulligan"	"OxA-2667"	"Lisnamulligan"	54.7833	-7.5833	3970	"Oxford Datelist"	0.05	"#3058e5"	3970
"LisselÃ¤ng 2.LisselÃ¤ng 2"	"Ua-32967"	"LisselÃ¤ng 2"	59.0285	17.9524	5670	"Kiel DB 2013"	-0.05	"#FF3300"	5670
"LisselÃ¤ng 2.LisselÃ¤ng 21"	"Ua-32967"	"LisselÃ¤ng 2"	59.0285	17.9524	5670	"Kiel DB 2013"	0.05	"#3058e5"	5670
"Lithics working site"	"OxA-1602"	"Lithics working site"	55.4945	-5.1126	3950	"CBA Radiocarbon Index"	0.05	"#3058e5"	3950
"Little Hoyle Cave.Little Hoyle Cave"	"OxA-3306"	"Little Hoyle Cave"	51.6656	-4.7318	5620	"SS111999"	-0.05	"#FF3300"	5410
"Little Hoyle Cave.Little Hoyle Cave1"	"OxA-3303"	"Little Hoyle Cave"	51.6656	-4.7318	5410	"SS111999"	0.05	"#3058e5"	5620
"Liubcova"	"Bln-2133"	"Liubcova"	44.5083	21.8636	7070	"Laszlo 1997"	0.05	"#3058e5"	7070
"Ljubljansko Barje.Ljubljansko Barje"	"Z-314"	"Ljubljansko Barje"	46.014	14.512	5730	"Bojadziev 1998"	-0.05	"#FF3300"	4950
"Ljubljansko Barje.Ljubljansko Barje1"	"Z-333"	"Ljubljansko Barje"	46.014	14.512	4950	"Bojadziev 1998"	0.05	"#3058e5"	5730
"Löbnitz"	"Bln-1447"	"Löbnitz"	51.85	11.7	4200	"Breunig 1987, 172"	0.05	"#3058e5"	4200
"Löbnitz (Bode)"	"Hd-19048"	"Löbnitz (Bode)"	51.8565	11.681	4380	"Müller 1999, 85"	0.05	"#3058e5"	4380
"Loch A Squir.Loch A Squir"	"OxA-9255"	"Loch A Squir"	57.5029	-5.9927	8070	"Ashmore, 2004"	-0.05	"#FF3300"	8070
"Loch A Squir.Loch A Squir1"	"OxA-9255"	"Loch A Squir"	57.5029	-5.9927	8070	"Ashmore, 2004"	0.05	"#3058e5"	8070
"Loch Doon"	"OxA-1598"	"Loch Doon"	55.2061	-4.3842	8850	"CBA Radiocarbon Index"	0.05	"#3058e5"	8850
"Lochhill"	"I-6409"	"Lochhill"	55.1753	-3.6332	5830	"Ashmore, 2004"	0.05	"#3058e5"	5830
"Lockarp.Lockarp"	"Ua-21553"	"Lockarp"	55.5333	13.0333	5520	"Kiel DB 2013"	-0.05	"#FF3300"	5520
"Lockarp.Lockarp1"	"Ua-21553"	"Lockarp"	55.5333	13.0333	5520	"Kiel DB 2013"	0.05	"#3058e5"	5520
"Lockarp 7B"	"Ua-13063"	"Lockarp 7B"	55.54	4.1318	4690	"Kiel DB 2013"	0.05	"#3058e5"	4690
"Lockarp 7E"	"Ua-16188"	"Lockarp 7E"	55.55	4.1318	7000	"Kiel DB 2013"	0.05	"#3058e5"	7000
"Lockington"	"OxA-5846"	"Lockington"	53.2618	-1.1994	5030	"SK466290"	0.05	"#3058e5"	5030
"Lodbjerg.Lodbjerg"	"K-3273"	"Lodbjerg"	56.8178	8.2957	4040	"Liversage 1989, 224"	-0.05	"#FF3300"	3820
"Lodbjerg.Lodbjerg1"	"K-3536"	"Lodbjerg"	56.8178	8.2957	3820	"Vankilde 1996, 373"	0.05	"#3058e5"	4040
"Löddesborg"	"Lu-1842"	"Löddesborg"	55.7372	12.9727	6060	"Kiel DB 2013"	0.05	"#3058e5"	6060
"Löddigsee.Löddigsee"	"Hd-15777"	"Löddigsee"	53.4178	11.9289	4900	"Terberger and Piek 1997, 10"	-0.05	"#FF3300"	4570
"Löddigsee.Löddigsee1"	"Bln-3825"	"Löddigsee"	53.4178	11.9289	4570	"Kiel DB 2689"	0.05	"#3058e5"	4900
"Löderup.Löderup"	"Lu-809"	"Löderup"	55.4333	14.1167	4600	"Kiel DB 2013"	-0.05	"#FF3300"	4260
"Löderup.Löderup1"	"Lu-808"	"Löderup"	55.4333	14.1167	4260	"Kiel DB 2013"	0.05	"#3058e5"	4600
"Löderup 16"	"Lu-658"	"Löderup 16"	55.4333	14.1167	4280	"Kiel DB 2013"	0.05	"#3058e5"	4280
"Løgumkloster, S. Jutland.Løgumkloster, S. Jutland"	"K-1605"	"Løgumkloster, S. Jutland"	55.064	8.959	10510	"Copenhagen datelist 10, pp.86-7 (Radiocarbon, 15 (1973): 86-112); "	-0.05	"#FF3300"	9090
"Løgumkloster, S. Jutland.Løgumkloster, S. Jutland1"	"K-1016"	"Løgumkloster, S. Jutland"	55.064	8.959	9090	"Copenhagen datelist 7, pp.226-7 (Radiocarbon, 8 (1966): 213-34): Kapel 1959, 1964."	0.05	"#3058e5"	10510
"Lohals"	"K-2277"	"Lohals"	55.1329	10.9061	5300	"Meurers-Balke/ Weninger 1994, 268."	0.05	"#3058e5"	5300
"Lohne, Hasenberg.Lohne, Hasenberg"	"KN-3056"	"Lohne, Hasenberg"	51.1833	9.2667	4700	"Raetzel-Fabian 2000a, 163"	-0.05	"#FF3300"	3020
"Lohne, Hasenberg.Lohne, Hasenberg1"	"KN-3055"	"Lohne, Hasenberg"	51.1833	9.2667	3020	"Raetzel-Fabian 2000a, 163"	0.05	"#3058e5"	4700
"Lohne, Züschen I"	"Hd-16972"	"Lohne, Züschen I"	51.1667	9.2333	4670	"Raetzel-Fabian 2000a, 163"	0.05	"#3058e5"	4670
"Lohra"	"UtC--3951"	"Lohra"	50.7333	8.6333	4960	"Raetzel-Fabian 2000a, 163"	0.05	"#3058e5"	4960
"Løjesmølle skov (Mosen ved)"	"AAR-1850"	"Løjesmølle skov (Mosen ved)"	55.5764	11.4204	5770	"Koch 1998, 327."	0.05	"#3058e5"	5770
"Lominot Site III"	"Q-1187"	"Lominot Site III"	53.6079	-1.9879	11000	"CBA Radiocarbon Index"	0.05	"#3058e5"	11000
"Lommel-Fabriek"	"GrN-911"	"Lommel-Fabriek"	51.2333	5.3	8620	"Lijst GrN"	0.05	"#3058e5"	8620
"Longchamp.Longchamp"	"Lv-1695"	"Longchamp"	50.6969	5.2547	7190	"Gilot, 1997; Cahen e.a., 1990"	-0.05	"#FF3300"	7190
"Longchamp.Longchamp1"	"Lv-1695"	"Longchamp"	50.6969	5.2547	7190	"Gilot, 1997; Cahen e.a., 1990"	0.05	"#3058e5"	7190
"Longetraye.Longetraye"	"Ly-760"	"Longetraye"	44.8833	4.1	9660	""	-0.05	"#FF3300"	7080
"Longetraye.Longetraye1"	"Ly-61"	"Longetraye"	44.8833	4.1	7080	""	0.05	"#3058e5"	9660
"Longmoor.Longmoor"	"OxA-377"	"Longmoor"	51.0616	-0.8768	9840	"CBA Radiocarbon Index"	-0.05	"#FF3300"	9840
"Longmoor.Longmoor1"	"OxA-377"	"Longmoor"	51.0616	-0.8768	9840	"CBA Radiocarbon Index"	0.05	"#3058e5"	9840
"Longpré-les-Corps-Saints"	"Gif-4356"	"Longpré-les-Corps-Saints"	50.01	1.98	6040	"Breunig 1987, 193"	0.05	"#3058e5"	6040
"Longuetraye"	"Ly-617"	"Longuetraye"	44.8833	4.1	8150	""	0.05	"#3058e5"	8150
"Lon Mor.Lon Mor"	"AA-17457"	"Lon Mor"	56.3986	-5.4787	7140	"Ashmore, 2004"	-0.05	"#FF3300"	6080
"Lon Mor.Lon Mor1"	"AA-17454"	"Lon Mor"	56.3986	-5.4787	6080	"Ashmore, 2004"	0.05	"#3058e5"	7140
"Los Abrigos del Pozo"	"I-16783"	"Los Abrigos del Pozo"	38.23	-1.7	7150	"van Willigen 2006"	0.05	"#3058e5"	7150
"Los Azules.Los Azules"	"CSIC-280"	"Los Azules"	43.0667	-5.1325	10880	""	-0.05	"#FF3300"	10750
"Los Azules.Los Azules1"	"CSIG-216"	"Los Azules"	43.0667	-5.1325	10750	""	0.05	"#3058e5"	10880
"Los Canes.Los Canes"	"AA-6071"	"Los Canes"	43.2195	-4.6937	7780	"Gehlen 2010"	-0.05	"#FF3300"	7060
"Los Canes.Los Canes1"	"OxA-7148"	"Los Canes"	43.2195	-4.6937	7060	"Gehlen 2010"	0.05	"#3058e5"	7780
"Los Cascajos"	"nd"	"Los Cascajos"	42.23	-3.44	7630	"van Willigen 2006"	0.05	"#3058e5"	7630
"Los Castillejos.Los Castillejos"	"Beta-193271"	"Los Castillejos"	37.2	-4	8420	"Martínez Fernández 2010"	-0.05	"#FF3300"	6190
"Los Castillejos.Los Castillejos1"	"Ua-36211"	"Los Castillejos"	37.2	-4	6190	"Martínez Fernández 2010"	0.05	"#3058e5"	8420
"Loubressac"	"Ly-2781"	"Loubressac"	47	-0.1	11010	""	0.05	"#3058e5"	11010
"Lough Boora.Lough Boora"	"UB-2199"	"Lough Boora"	53.2124	-7.7766	9470	"N1518"	-0.05	"#FF3300"	9350
"Lough Boora.Lough Boora1"	"UB-2200"	"Lough Boora"	53.2124	-7.7766	9350	"N1518"	0.05	"#3058e5"	9470
"Lough Gur.Lough Gur"	"D-40"	"Lough Gur"	52.5196	-8.5304	5020	"R642407"	-0.05	"#FF3300"	3490
"Lough Gur.Lough Gur1"	"OxA-3271"	"Lough Gur"	52.5166	-8.55	3490	"Oxford Datelist"	0.05	"#3058e5"	5020
"Luca Vrublivetska.Luca Vrublivetska"	"Ki-6685"	"Luca Vrublivetska"	48.33	26.39	6650	"Lazarovici 2010"	-0.05	"#FF3300"	6650
"Luca Vrublivetska.Luca Vrublivetska1"	"Ki-6685"	"Luca Vrublivetska"	48.33	26.39	6650	"Lazarovici 2010"	0.05	"#3058e5"	6650
"Luckaer Forst.Luckaer Forst"	"Hv-1337"	"Luckaer Forst"	51.095	12.3353	4370	"Breunig 1987, 172"	-0.05	"#FF3300"	4370
"Luckaer Forst.Luckaer Forst1"	"Hv-1337"	"Luckaer Forst"	51.095	12.3353	4370	"Breunig 1987, 172"	0.05	"#3058e5"	4370
"Lüdelsen 3.Lüdelsen 3"	"KIA-35044"	"Lüdelsen 3"	52.6956	10.9668	5510	"Kiel DB 2700"	-0.05	"#FF3300"	150
"Lüdelsen 3.Lüdelsen 31"	"KIA-35040"	"Lüdelsen 3"	52.6956	10.9668	150	"Kiel DB 2696"	0.05	"#3058e5"	5510
"Ludos-Budžak"	"OxA-8554"	"Ludos-Budžak"	44.5005	20.7425	7720	"Biagi 2005"	0.05	"#3058e5"	7720
"Ludwigsburg, Schlößlesfeld.Ludwigsburg, Schlößlesfeld"	"KN-1722"	"Ludwigsburg, Schlößlesfeld"	48.9018	9.2157	6050	"Breunig 1987, 183"	-0.05	"#FF3300"	5790
"Ludwigsburg, Schlößlesfeld.Ludwigsburg, Schlößlesfeld1"	"KN-1724"	"Ludwigsburg, Schlößlesfeld"	48.9018	9.2157	5790	"Breunig 1987, 183"	0.05	"#3058e5"	6050
"Luiksgestel  "	"GrN-4181"	"Luiksgestel  "	51.2897	5.3201	11510	"Lanting & van der Plicht 1997/1998"	0.05	"#3058e5"	11510
"Luiksgestel 2"	"GrN-5999"	"Luiksgestel 2"	51.2833	5.3167	10580	"Gob 1990"	0.05	"#3058e5"	10580
"Lunteren"	"GrN-6332"	"Lunteren"	52.0836	5.6205	4170	"Lanting/Mook 1977, 91."	0.05	"#3058e5"	4170
"Lupawa.Lupawa"	"Gd-1905"	"Lupawa"	54.417	17.4	5910	""	-0.05	"#FF3300"	5160
"Lupawa.Lupawa1"	"Bln-1870"	"Lupawa"	54.417	17.4	5160	""	0.05	"#3058e5"	5910
"Lupljanica"	"M-2455"	"Lupljanica"	45.33	18	6400	"Borić 2009"	0.05	"#3058e5"	6400
"Lussa 1.Lussa 1"	"SRR-159"	"Lussa 1"	56.0216	-5.7795	8870	"Ashmore, 2004"	-0.05	"#FF3300"	8870
"Lussa 1.Lussa 11"	"SRR-159"	"Lussa 1"	56.0216	-5.7795	8870	"Ashmore, 2004"	0.05	"#3058e5"	8870
"Lussa I"	"SRR-160"	"Lussa I"	56.0216	-5.7795	9100	"CBA Radiocarbon Index"	0.05	"#3058e5"	9100
"Lussa River.Lussa River"	"BM-555"	"Lussa River"	56.0207	-5.7794	4710	"CBA Radiocarbon Index"	-0.05	"#FF3300"	4710
"Lussa River.Lussa River1"	"BM-555"	"Lussa River"	56.0207	-5.7794	4710	"CBA Radiocarbon Index"	0.05	"#3058e5"	4710
"Lustrup.Lustrup"	"K-2999"	"Lustrup"	55.9953	8.8931	4750	"Vankilde 1996 370; Rostholm 1982,63f."	-0.05	"#FF3300"	4670
"Lustrup.Lustrup1"	"K-2933"	"Lustrup"	55.9953	8.8931	4670	""	0.05	"#3058e5"	4750
"Lustrup (sb. 38)"	"K-2998"	"Lustrup (sb. 38)"	55.983	8.9	4680	"Vankilde 1996, 370; Rostholm 1982, 63f."	0.05	"#3058e5"	4680
"Luttenberg"	"GrN-7942"	"Luttenberg"	52.4	6.3666	8730	""	0.05	"#3058e5"	8730
"Luttra 16.Luttra 16"	"OxA-22005"	"Luttra 16"	58.1333	13.55	3740	"Kiel DB 2013"	-0.05	"#FF3300"	3740
"Luttra 16.Luttra 161"	"OxA-22005"	"Luttra 16"	58.1333	13.55	3740	"Kiel DB 2013"	0.05	"#3058e5"	3740
"Lydstep"	"OxA-1378"	"Lydstep"	51.6511	-4.7687	7030	"CBA Radiocarbon Index"	0.05	"#3058e5"	7030
"Lyse 13b.Lyse 13b"	"Ua-10636"	"Lyse 13b"	58.35	11.424	4670	"Kiel DB 2013"	-0.05	"#FF3300"	4670
"Lyse 13b.Lyse 13b1"	"Ua-10636"	"Lyse 13b"	58.35	11.424	4670	"Kiel DB 2013"	0.05	"#3058e5"	4670
"Lyse 13c"	"Ua-10635"	"Lyse 13c"	58.35	11.424	4850	"Kiel DB 2013"	0.05	"#3058e5"	4850
"Lyse 13d-s"	"Ua-10634"	"Lyse 13d-s"	58.35	11.424	5060	"Kiel DB 2013"	0.05	"#3058e5"	5060
"Lyse 7"	"St-4567"	"Lyse 7"	58.3465	11.4258	6330	"Kiel DB 2013"	0.05	"#3058e5"	6330
"Lystrup enge.Lystrup enge"	"K-5730"	"Lystrup enge"	56.2858	10.2531	6990	""	-0.05	"#FF3300"	6990
"Lystrup enge.Lystrup enge1"	"K-5730"	"Lystrup enge"	56.2858	10.2531	6990	""	0.05	"#3058e5"	6990
"Maadi.Maadi"	"KN-3573"	"Maadi"	29.9666	31.25	5790	"Rizkana - Seeher 1990, 105"	-0.05	"#FF3300"	5040
"Maadi.Maadi1"	"KN-3863"	"Maadi"	29.9666	31.25	5040	"Rizkana & Seeher 1990"	0.05	"#3058e5"	5790
"Maaleh Ramon East.Maaleh Ramon East"	"Pta-3483"	"Maaleh Ramon East"	30.56	34.68	12320	"--"	-0.05	"#FF3300"	12320
"Maaleh Ramon East.Maaleh Ramon East1"	"Pta-3483"	"Maaleh Ramon East"	30.56	34.68	12320	"--"	0.05	"#3058e5"	12320
"Maaleh Ramon W"	"RT-1068N"	"Maaleh Ramon W"	30.5642	34.7114	11610	"Byrd 1994:219"	0.05	"#3058e5"	11610
"Maaleh Ramon West"	"RT-1068N"	"Maaleh Ramon West"	30.56	34.71	11610	"Goring-Morris 1991, 212"	0.05	"#3058e5"	11610
"Maarheeze"	"GrN-2446"	"Maarheeze"	51.2878	5.64	7120	"Groningen IV, 175"	0.05	"#3058e5"	7120
"MacArthur Cave"	"OxA-1949"	"MacArthur Cave"	56.4173	-5.4713	7570	"Ashmore, 2004"	0.05	"#3058e5"	7570
"Machar"	"Le-1347"	"Machar"	42.74	41.45	6560	"Bzhanija et.al.1979, Chataigner 1995"	0.05	"#3058e5"	6560
"Machrie Moor.Machrie Moor"	"GU-2321"	"Machrie Moor"	55.5405	-5.3097	5540	"Ashmore, 2004"	-0.05	"#FF3300"	5470
"Machrie Moor.Machrie Moor1"	"GU-2315"	"Machrie Moor"	58.2711	-5.3097	5470	"Ashmore, 2004"	0.05	"#3058e5"	5540
